,F1-Score,Accuracy,Estimators,Split
2686357,0.756756757,0.85,20,0.35
9915637,0.756756757,0.85,100,0.2
6702203,0.756756757,0.85,20,0.5
2181723,0.756756757,0.85,240,0.5
5110810,0.756756757,0.85,60,0.2
9879384,0.756756757,0.85,220,0.45
8166535,0.756756757,0.85,100,0.5
5401386,0.756756757,0.85,180,0.5
2543290,0.756756757,0.85,60,0.5
3413358,0.756756757,0.85,60,0.45
1589568,0.756756757,0.85,60,0.5
9847352,0.756756757,0.85,40,0.25
5901924,0.756756757,0.85,20,0.5
515282,0.756756757,0.85,20,0.5
6135962,0.756756757,0.85,40,0.35
9459413,0.756756757,0.85,160,0.35
442931,0.756756757,0.85,40,0.5
6670010,0.756756757,0.85,20,0.7
2883636,0.756756757,0.85,140,0.5
4523202,0.756756757,0.85,80,0.5
551441,0.756756757,0.85,20,0.5
8456266,0.756756757,0.85,100,0.25
2946050,0.756756757,0.85,200,0.25
7067220,0.756756757,0.85,60,0.45
4183885,0.755555556,0.816666667,60,0.75
4968243,0.755555556,0.816666667,20,0.7
60545,0.755555556,0.816666667,140,0.35
4546942,0.755555556,0.816666667,60,0.5
353372,0.75,0.833333333,40,0.6
9526437,0.75,0.833333333,20,0.5
6524641,0.75,0.866666667,80,0.45
7578565,0.75,0.866666667,40,0.35
5575797,0.75,0.866666667,40,0.5
7124142,0.75,0.833333333,20,0.5
1855446,0.75,0.833333333,20,0.5
5830111,0.75,0.866666667,360,0.25
7260649,0.75,0.866666667,60,0.35
9388330,0.75,0.866666667,20,0.35
9471407,0.75,0.8,40,0.35
4480119,0.75,0.833333333,20,0.45
1305225,0.75,0.866666667,140,0.7
1761390,0.75,0.833333333,20,0.5
9673210,0.75,0.833333333,20,0.2
5019022,0.75,0.866666667,320,0.05
8784374,0.75,0.833333333,40,0.45
3704084,0.75,0.833333333,20,0.5
438471,0.75,0.866666667,120,0.85
2102627,0.75,0.866666667,20,0.45
8153788,0.75,0.866666667,320,0.5
8917526,0.75,0.833333333,200,0.75
245510,0.75,0.866666667,180,0.7
7117620,0.75,0.866666667,100,0.2
5139474,0.75,0.833333333,280,0.2
8176738,0.75,0.833333333,140,0.35
881774,0.75,0.833333333,220,0.25
9599198,0.75,0.833333333,120,0.5
9672436,0.75,0.833333333,200,0.2
642333,0.744186047,0.816666667,60,0.95
8322007,0.744186047,0.816666667,220,0.5
4026833,0.744186047,0.816666667,20,0.25
4655757,0.744186047,0.816666667,280,0.5
6166888,0.744186047,0.816666667,280,0.45
7098759,0.744186047,0.816666667,160,0.35
4613520,0.744186047,0.816666667,160,0.25
5269030,0.744186047,0.816666667,40,0.25
9598504,0.742857143,0.85,60,0.35
2246518,0.742857143,0.85,300,0.2
938088,0.742857143,0.85,100,0.25
233248,0.742857143,0.85,340,0.5
3844729,0.742857143,0.85,40,0.85
4593086,0.742857143,0.85,20,0.5
3239875,0.742857143,0.85,80,0.25
1983233,0.742857143,0.85,280,0.05
6000655,0.742857143,0.85,380,0.05
5086151,0.742857143,0.85,40,0.45
5259857,0.742857143,0.85,140,0.35
7605266,0.742857143,0.85,180,0.75
1484808,0.742857143,0.85,200,0.2
2219165,0.742857143,0.85,80,0.45
4857725,0.742857143,0.85,40,0.75
9559156,0.742857143,0.85,80,0.75
272830,0.742857143,0.85,380,0.6
7828766,0.742857143,0.85,60,0.5
6758664,0.742857143,0.85,40,0.35
573002,0.740740741,0.883333333,80,0.2
355499,0.740740741,0.883333333,100,0.05
6133802,0.740740741,0.883333333,40,0.7
2223741,0.739130435,0.8,240,0.35
2653226,0.739130435,0.8,180,0.45
8179267,0.739130435,0.8,20,0.35
6859104,0.736842105,0.833333333,40,0.5
5361107,0.736842105,0.833333333,320,0.2
7867783,0.736842105,0.833333333,20,0.45
7993377,0.736842105,0.833333333,80,0.25
3177136,0.736842105,0.833333333,280,0.45
9558867,0.736842105,0.833333333,40,0.35
2543371,0.736842105,0.833333333,120,0.2
4680576,0.736842105,0.833333333,20,0.25
9154951,0.736842105,0.833333333,300,0.5
4963477,0.736842105,0.833333333,20,0.6
1753777,0.736842105,0.833333333,120,0.2
9922827,0.736842105,0.833333333,60,0.5
243593,0.736842105,0.833333333,160,0.45
6871189,0.736842105,0.833333333,320,0.25
5448752,0.736842105,0.833333333,100,0.2
315299,0.736842105,0.833333333,20,0.35
3082506,0.736842105,0.833333333,140,0.5
4723840,0.736842105,0.833333333,40,0.5
9853413,0.733333333,0.866666667,300,0.5
7416092,0.733333333,0.866666667,20,0.2
4206188,0.733333333,0.866666667,20,0.05
6474875,0.733333333,0.866666667,300,0.05
53628,0.733333333,0.866666667,280,0.5
6052768,0.733333333,0.866666667,180,0.05
9130267,0.733333333,0.866666667,120,0.2
1657787,0.733333333,0.866666667,80,0.25
6360997,0.733333333,0.866666667,40,0.5
427442,0.733333333,0.866666667,280,0.2
6244333,0.733333333,0.866666667,20,0.35
8202031,0.731707317,0.816666667,80,0.45
5186324,0.731707317,0.816666667,100,0.35
3234414,0.731707317,0.816666667,40,0.35
3076739,0.731707317,0.816666667,300,0.25
8095441,0.731707317,0.816666667,60,0.95
9465498,0.731707317,0.816666667,40,0.25
4598517,0.731707317,0.816666667,200,0.95
8145902,0.731707317,0.816666667,140,0.35
2842538,0.731707317,0.816666667,20,0.7
9006000,0.731707317,0.816666667,80,0.5
7304607,0.731707317,0.816666667,220,0.5
9471549,0.731707317,0.816666667,20,0.45
305706,0.731707317,0.816666667,240,0.5
3090167,0.731707317,0.816666667,20,0.95
5058894,0.731707317,0.816666667,40,0.2
6140060,0.731707317,0.816666667,180,0.2
6277768,0.731707317,0.816666667,120,0.5
4883527,0.727272727,0.85,360,0.05
8678075,0.727272727,0.8,240,0.25
3678677,0.727272727,0.8,240,0.35
8634705,0.727272727,0.85,300,0.5
1604266,0.727272727,0.85,40,0.6
851778,0.727272727,0.8,100,0.6
5920719,0.727272727,0.85,100,0.45
1908979,0.727272727,0.85,60,0.45
5127508,0.727272727,0.85,40,0.2
4946463,0.727272727,0.85,380,0.25
5810697,0.727272727,0.85,40,0.6
7899785,0.727272727,0.85,80,0.5
7200665,0.727272727,0.85,20,0.45
7983647,0.727272727,0.85,220,0.25
3508385,0.727272727,0.85,60,0.45
8057797,0.727272727,0.8,140,0.25
7104158,0.727272727,0.85,20,0.85
201611,0.727272727,0.85,20,0.5
9255526,0.727272727,0.85,40,0.5
9339959,0.727272727,0.85,20,0.5
8602213,0.727272727,0.85,140,0.35
3204243,0.727272727,0.85,100,0.35
5478116,0.727272727,0.85,80,0.2
5638042,0.727272727,0.8,60,0.35
3428656,0.727272727,0.85,60,0.2
504389,0.723404255,0.783333333,20,0.35
4765457,0.722222222,0.833333333,60,0.6
3448514,0.722222222,0.833333333,340,0.5
8391082,0.722222222,0.833333333,40,0.7
8066409,0.722222222,0.833333333,20,0.25
1461933,0.722222222,0.833333333,40,0.6
2487510,0.722222222,0.833333333,60,0.25
2159088,0.722222222,0.833333333,80,0.35
5768915,0.722222222,0.833333333,120,0.85
314286,0.722222222,0.833333333,80,0.75
615515,0.722222222,0.833333333,20,0.7
2133093,0.722222222,0.833333333,320,0.95
2676934,0.722222222,0.833333333,100,0.2
1651075,0.722222222,0.833333333,40,0.25
3332026,0.722222222,0.833333333,60,0.5
5373293,0.722222222,0.833333333,60,0.25
1484882,0.722222222,0.833333333,80,0.6
8662667,0.722222222,0.833333333,40,0.2
5020796,0.722222222,0.833333333,60,0.2
9491546,0.722222222,0.833333333,80,0.7
9415390,0.72,0.883333333,40,0.5
4380119,0.72,0.883333333,160,0.25
8864224,0.72,0.883333333,40,0.25
4819307,0.72,0.883333333,80,0.05
3061380,0.72,0.883333333,60,0.5
7257266,0.72,0.883333333,140,0.25
5457136,0.717948718,0.816666667,180,0.25
7678383,0.717948718,0.816666667,100,0.5
3481333,0.717948718,0.816666667,240,0.7
7279340,0.717948718,0.816666667,20,0.75
4839961,0.717948718,0.816666667,20,0.2
6382462,0.717948718,0.816666667,340,0.35
9464351,0.717948718,0.816666667,80,0.5
4248790,0.717948718,0.816666667,180,0.35
9205187,0.717948718,0.816666667,100,0.45
6112023,0.717948718,0.816666667,100,0.25
6639063,0.717948718,0.816666667,40,0.25
7481860,0.717948718,0.816666667,60,0.5
1750630,0.714285714,0.866666667,60,0.5
5944218,0.714285714,0.8,60,0.5
4653743,0.714285714,0.866666667,20,0.45
9069217,0.714285714,0.8,20,0.35
5777331,0.714285714,0.866666667,80,0.5
3970305,0.714285714,0.866666667,40,0.2
3590206,0.714285714,0.866666667,20,0.45
2016184,0.714285714,0.866666667,20,0.2
9749112,0.714285714,0.8,20,0.75
5003335,0.714285714,0.866666667,60,0.25
748350,0.714285714,0.8,40,0.85
6373917,0.711111111,0.783333333,60,0.35
5936957,0.711111111,0.783333333,80,0.5
7134092,0.709677419,0.85,140,0.25
5186745,0.709677419,0.85,20,0.25
8101152,0.709677419,0.85,20,0.05
7419522,0.709677419,0.85,40,0.25
2677852,0.709677419,0.85,60,0.2
4834245,0.709677419,0.85,120,0.25
8826871,0.709677419,0.85,20,0.6
6338630,0.705882353,0.833333333,40,0.25
5735797,0.705882353,0.833333333,100,0.25
7552329,0.705882353,0.833333333,20,0.5
50075,0.705882353,0.833333333,20,0.6
6332527,0.705882353,0.833333333,60,0.5
4592245,0.705882353,0.833333333,80,0.25
4876984,0.705882353,0.833333333,40,0.7
9873965,0.705882353,0.833333333,40,0.2
5164268,0.705882353,0.833333333,200,0.2
699366,0.705882353,0.833333333,40,0.25
4636764,0.702702703,0.816666667,20,0.35
9483609,0.702702703,0.816666667,360,0.5
1983653,0.702702703,0.816666667,20,0.25
8142402,0.702702703,0.816666667,100,0.5
2747057,0.702702703,0.816666667,60,0.25
7044351,0.702702703,0.816666667,200,0.45
1076789,0.702702703,0.816666667,20,0.25
5206092,0.702702703,0.816666667,60,0.2
3287580,0.702702703,0.816666667,20,0.35
8220544,0.702702703,0.816666667,20,0.5
2108202,0.702702703,0.816666667,40,0.2
3804354,0.702702703,0.816666667,360,0.5
2468907,0.702702703,0.816666667,40,0.45
1774155,0.702702703,0.816666667,20,0.45
3105115,0.7,0.8,20,0.75
8508617,0.7,0.8,20,0.5
7412328,0.7,0.8,20,0.5
8727820,0.7,0.8,80,0.5
7184526,0.7,0.9,20,0.5
8357498,0.697674419,0.783333333,80,0.35
3882975,0.697674419,0.783333333,40,0.2
5331501,0.697674419,0.783333333,240,0.5
9763887,0.697674419,0.783333333,20,0.5
9637277,0.695652174,0.883333333,20,0.7
7289570,0.695652174,0.766666667,80,0.5
8158479,0.692307692,0.866666667,100,0.2
2855046,0.692307692,0.866666667,40,0.25
7171713,0.689655172,0.85,20,0.5
5236799,0.689655172,0.85,20,0.5
2462352,0.689655172,0.85,80,0.5
2558872,0.6875,0.833333333,60,0.2
7831338,0.6875,0.833333333,280,0.5
4628135,0.6875,0.833333333,40,0.5
639645,0.6875,0.833333333,20,0.35
3899664,0.6875,0.833333333,100,0.05
7050074,0.6875,0.833333333,60,0.05
2575541,0.6875,0.833333333,40,0.75
4184476,0.685714286,0.816666667,100,0.25
1254263,0.685714286,0.816666667,20,0.5
5437770,0.685714286,0.816666667,20,0.35
8071986,0.685714286,0.816666667,240,0.25
4220611,0.685714286,0.816666667,100,0.35
7305453,0.685714286,0.816666667,60,0.05
7996190,0.685714286,0.816666667,20,0.6
7649543,0.684210526,0.8,60,0.85
5013284,0.684210526,0.8,20,0.45
4263935,0.684210526,0.8,40,0.5
7006499,0.682926829,0.783333333,120,0.35
5486532,0.682926829,0.783333333,60,0.25
5062756,0.682926829,0.783333333,80,0.2
5085230,0.682926829,0.783333333,120,0.75
7394025,0.682926829,0.783333333,40,0.5
1363014,0.682926829,0.783333333,40,0.35
9155223,0.681818182,0.766666667,40,0.5
3240628,0.680851064,0.75,40,0.25
8027878,0.666666667,0.816666667,160,0.35
2327587,0.666666667,0.816666667,20,0.05
4365645,0.666666667,0.883333333,20,0.35
4980294,0.666666667,0.8,140,0.2
7971072,0.666666667,0.766666667,200,0.35
1100043,0.666666667,0.85,20,0.2
5938480,0.666666667,0.833333333,200,0.35
6719837,0.666666667,0.816666667,60,0.5
7475982,0.666666667,0.816666667,140,0.5
6837170,0.666666667,0.783333333,120,0.35
6517912,0.666666667,0.85,40,0.35
5179494,0.666666667,0.866666667,300,0.05
1719236,0.666666667,0.8,100,0.6
2711007,0.666666667,0.8,20,0.5
2316881,0.666666667,0.85,180,0.45
6060262,0.666666667,0.816666667,20,0.35
344924,0.666666667,0.783333333,40,0.5
3494391,0.666666667,0.816666667,20,0.25
7000821,0.666666667,0.866666667,20,0.2
9966115,0.666666667,0.85,160,0.2
9562382,0.666666667,0.816666667,60,0.35
8249804,0.666666667,0.8,180,0.25
9520254,0.666666667,0.816666667,180,0.2
7563763,0.666666667,0.766666667,160,0.5
3900751,0.666666667,0.816666667,220,0.95
2881409,0.651162791,0.75,60,0.35
708368,0.651162791,0.75,100,0.2
3626548,0.65,0.766666667,40,0.2
2485099,0.65,0.766666667,120,0.5
2353857,0.648648649,0.783333333,60,0.2
6156735,0.648648649,0.783333333,20,0.5
634038,0.648648649,0.783333333,20,0.35
3305973,0.648648649,0.783333333,140,0.5
5906389,0.648648649,0.783333333,20,0.25
175510,0.647058824,0.8,120,0.6
7299612,0.647058824,0.8,120,0.35
284278,0.647058824,0.8,120,0.2
4495591,0.647058824,0.8,180,0.25
7489673,0.647058824,0.8,40,0.5
2314749,0.64516129,0.816666667,200,0.45
1452545,0.64516129,0.816666667,120,0.5
407439,0.642857143,0.833333333,20,0.2
2061365,0.642857143,0.833333333,80,0.45
9835830,0.642857143,0.833333333,100,0.5
112435,0.64,0.85,20,0.2
5680796,0.64,0.85,40,0.2
2579260,0.631578947,0.766666667,40,0.35
7616200,0.628571429,0.783333333,20,0.5
9366106,0.628571429,0.783333333,100,0.05
5974288,0.625,0.8,100,0.5
6386414,0.620689655,0.816666667,20,0.25
4124271,0.615384615,0.75,40,0.5
8729679,0.615384615,0.75,200,0.35
6162454,0.615384615,0.833333333,40,0.5
8007247,0.608695652,0.85,20,0.25
7463387,0.608695652,0.85,20,0.05
4547252,0.606060606,0.783333333,160,0.2
9869158,0.606060606,0.783333333,40,0.25
6529610,0.6,0.8,20,0.5
1407478,0.6,0.8,280,0.05
2938288,0.594594595,0.75,140,0.35
8572384,0.580645161,0.783333333,40,0.5
8100696,0.571428571,0.75,20,0.25
6209088,0.5625,0.766666667,20,0.35
2369740,0.5,0.833333333,20,0.25
